"vehicle_id","stock_number","state_of_vehicle","yardname","yard_code","source_yardname","year","make","model","variant","title","price","sale_price","currency","image[0].url","URL","exterior_color","mileage.value"
"165405","165405","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 2.0L Bi Turbo Diesel 4WD","2026 Ford Ranger Wildtrak 2.0L Bi Turbo Diesel 4WD","76990","67250","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97944699&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47407/1002/ford-ranger-wildtrak-2-0l-bi-turbo-diesel-4wd","Aluminium","0"
"165445","165445","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 2.0ltr Bi Turbo Double Cab 4WD","2026 Ford Ranger Wildtrak 2.0ltr Bi Turbo Double Cab 4WD","76990","67250","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96709078&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37027/1002/ford-ranger-wildtrak-2-0ltr-bi-turbo-double-cab-4wd","Arctic White","100"
"165490","165490","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Puma","St-Line 1.0L Mild Hybrid Petrol","2026 Ford Puma St-Line 1.0L Mild Hybrid Petrol","42990","39990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=94292988&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/36299/1002/ford-puma-st-line-1-0l-mild-hybrid-petrol","Fantastic Red","100"
"165547","165547","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Sport 2.0L Turbo Diesel 4WD 7 Seater SUV","2026 Ford Everest Sport 2.0L Turbo Diesel 4WD 7 Seater SUV","77490","70890","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95049489&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47377/1002/ford-everest-sport-2-0l-turbo-diesel-4wd-7-seater-suv","Arctic White","100"
"165558","165558","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","86590","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96913005&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37050/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Arctic White","100"
"165575","165575","DEMO","Sockburn","SOCKBURN","Rangiora Demo","2026","Ford","Ranger","XLT V6 Turbo Diesel 4x4 Double cab","2026 Ford Ranger XLT V6 Turbo Diesel 4x4 Double cab","67990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98223765&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/148617/1077/ford-ranger-xlt-v6-turbo-diesel-4x4-double-cab","WHITE","3469"
"165586","165586","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Active 2.0L Turbo Diesel 7 Seater SUV 4WD","2026 Ford Everest Active 2.0L Turbo Diesel 7 Seater SUV 4WD","68990","65490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98363882&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/36636/1002/ford-everest-active-2-0l-turbo-diesel-7-seater-suv-4wd","Arctic White","100"
"165596","165596","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XLT 2.0L Turbo Diesel Double Cab 2WD","2026 Ford Ranger XLT 2.0L Turbo Diesel Double Cab 2WD","55990","49980","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96170476&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/36866/1002/ford-ranger-xlt-2-0l-turbo-diesel-double-cab-2wd","Aluminium","100"
"165612","165612","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Platinum 3.0 V6 Turbo Diesel 4WD","2026 Ford Ranger Platinum 3.0 V6 Turbo Diesel 4WD","92990","86990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96169364&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47456/1002/ford-ranger-platinum-3-0-v6-turbo-diesel-4wd","Arctic White","100"
"165614","165614","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","85990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98211605&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47473/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Arctic White","100"
"165619","165619","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","75990","69990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96981144&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47471/1002/ford-ranger-wolftrak-3-0l-v6-turbo-diesel-double-cab-4wd","Command Grey","100"
"165620","165620","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Tremor 3.0L V6 Diesel 4WD/10 Speed Auto","2026 Ford Ranger Tremor 3.0L V6 Diesel 4WD/10 Speed Auto","79990","75990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98324295&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47501/1002/ford-ranger-tremor-3-0l-v6-diesel-4wd-10-speed-auto","Arctic White","100"
"165629","165629","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","85990","79490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96755459&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37110/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Shadow Black","100"
"165631","165631","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Tremor 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Tremor 3.0L V6 Turbo Diesel Double Cab 4WD","79990","75990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96144212&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47425/1002/ford-ranger-tremor-3-0l-v6-turbo-diesel-double-cab-4wd","Shadow Black","100"
"165641","165641","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Raptor 3.0L V6 Turbo Petrol 4WD","2026 Ford Ranger Raptor 3.0L V6 Turbo Petrol 4WD","98490","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96754563&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/159286/1002/ford-ranger-raptor-3-0l-v6-turbo-petrol-4wd","Command Grey","100"
"165649","165649","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XLT 2.0L Turbo Diesel Double cab 2WD","2026 Ford Ranger XLT 2.0L Turbo Diesel Double cab 2WD","55990","49980","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96085844&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37256/1002/ford-ranger-xlt-2-0l-turbo-diesel-double-cab-2wd","Shadow Black","100"
"165657","165657","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XLT 2.0L Turbo Diesel Double Cab 2WD","2026 Ford Ranger XLT 2.0L Turbo Diesel Double Cab 2WD","55990","49980","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98257819&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47470/1002/ford-ranger-xlt-2-0l-turbo-diesel-double-cab-2wd","Arctic White","100"
"165665","165665","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Raptor 3.0L Petrol 4WD 10 Speed Auto","2026 Ford Ranger Raptor 3.0L Petrol 4WD 10 Speed Auto","98490","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96476800&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/36955/1002/ford-ranger-raptor-3-0l-petrol-4wd-10-speed-auto","Arctic White","100"
"165667","165667","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Active 2.0L Diesel 4WD 7 Seater SUV","2026 Ford Everest Active 2.0L Diesel 4WD 7 Seater SUV","68990","65490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=95707615&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47424/1002/ford-everest-active-2-0l-diesel-4wd-7-seater-suv","Aluminium","100"
"165680","165680","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XL 4X4 2.0L Diesel Super Cab Chassis","2026 Ford Ranger XL 4X4 2.0L Diesel Super Cab Chassis","57990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96838843&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37074/1002/ford-ranger-xl-4x4-2-0l-diesel-super-cab-chassis","Aluminium","100"
"165682","165682","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Sport 3.0 V6 Turbo Diesel 7 Seater SUV","2026 Ford Everest Sport 3.0 V6 Turbo Diesel 7 Seater SUV","85990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96840044&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37260/1002/ford-everest-sport-3-0-v6-turbo-diesel-7-seater-suv","Blue Lightning","100"
"165687","165687","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","85990","79490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96877306&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37085/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Aluminium","100"
"165691","165691","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XLT Double Cab 4WD 3.0L V6 Diesel","2026 Ford Ranger XLT Double Cab 4WD 3.0L V6 Diesel","71990","69990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97153162&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37109/1002/ford-ranger-xlt-double-cab-4wd-3-0l-v6-diesel","Arctic White","100"
"165692","165692","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XLT Double Cab 4WD 3.0L V6 Diesel","2026 Ford Ranger XLT Double Cab 4WD 3.0L V6 Diesel","71990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96920151&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47365/1002/ford-ranger-xlt-double-cab-4wd-3-0l-v6-diesel","Meteor Grey","100"
"165693","165693","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Tremor 3.0 Turbo Diesel V6 Double cab 4WD","2026 Ford Ranger Tremor 3.0 Turbo Diesel V6 Double cab 4WD","79990","75990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97442746&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47401/1002/ford-ranger-tremor-3-0-turbo-diesel-v6-double-cab-4wd","Aluminium Metallic","100"
"165694","165694","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","75990","69990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97924300&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47472/1002/ford-ranger-wolftrak-3-0l-v6-turbo-diesel-double-cab-4wd","Shadow Black","100"
"165695","165695","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","75990","69990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98257917&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37142/1002/ford-ranger-wolftrak-3-0l-v6-turbo-diesel-double-cab-4wd","Command Grey","100"
"165703","165703","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Tremor 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Tremor 3.0L V6 Turbo Diesel Double Cab 4WD","79990","75990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96689448&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37164/1002/ford-ranger-tremor-3-0l-v6-turbo-diesel-double-cab-4wd","Arctic White","100"
"165707","165707","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","85990","79490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96721813&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37165/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Ignite Orange","100"
"165713","165713","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Sport 2.0L Turbo Diesel 4WD 7 Seater SUV","2026 Ford Everest Sport 2.0L Turbo Diesel 4WD 7 Seater SUV","77490","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97854781&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/36590/1002/ford-everest-sport-2-0l-turbo-diesel-4wd-7-seater-suv","Shadow Black","100"
"165719","165719","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Wolftrak 3.0L V6 Turbo Diesel Double Cab 4WD","75990","69990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98257971&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47400/1002/ford-ranger-wolftrak-3-0l-v6-turbo-diesel-double-cab-4wd","Shadow Black","0"
"165720","165720","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","85990","79490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98258086&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47454/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Aluminium","100"
"165725","165725","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","XLT Double Cab 4WD 3.0L V6 Diesel","2026 Ford Ranger XLT Double Cab 4WD 3.0L V6 Diesel","71990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97945111&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47408/1002/ford-ranger-xlt-double-cab-4wd-3-0l-v6-diesel","Aluminium","100"
"165731","165731","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Sport 2.0L Turbo Diesel 4WD 7 Seater SUV","2026 Ford Everest Sport 2.0L Turbo Diesel 4WD 7 Seater SUV","77490","70890","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98364376&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47390/1002/ford-everest-sport-2-0l-turbo-diesel-4wd-7-seater-suv","Meteor Grey","100"
"165733","165733","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Platinum 3.0L V6 Turbo Diesel 7 Seater SUV","2026 Ford Everest Platinum 3.0L V6 Turbo Diesel 7 Seater SUV","93490","88490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97976248&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47414/1002/ford-everest-platinum-3-0l-v6-turbo-diesel-7-seater-suv","Snow flake Pearl White","100"
"165744","165744","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Wildtrak 3.0 V6 Turbo Diesel 7 Seater SUV 4WD","2026 Ford Everest Wildtrak 3.0 V6 Turbo Diesel 7 Seater SUV 4WD","88990","83990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97839353&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47391/1002/ford-everest-wildtrak-3-0-v6-turbo-diesel-7-seater-suv-4wd","Shadow Black","100"
"165747","165747","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Tremor 3.0L V6 Turbo Diesel Double Cab 4WD","2026 Ford Ranger Tremor 3.0L V6 Turbo Diesel Double Cab 4WD","79990","75990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98006216&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/36880/1002/ford-ranger-tremor-3-0l-v6-turbo-diesel-double-cab-4wd","Command Grey","100"
"165752","165752","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Wildtrak 3.0 V6 Turbo Diesel 7 Seater SUV 4WD","2026 Ford Everest Wildtrak 3.0 V6 Turbo Diesel 7 Seater SUV 4WD","88990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97976962&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47413/1002/ford-everest-wildtrak-3-0-v6-turbo-diesel-7-seater-suv-4wd","Snow flake pearl white","100"
"165754","165754","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Active 2.0L Diesel 4WD 7 Seater SUV","2026 Ford Everest Active 2.0L Diesel 4WD 7 Seater SUV","68990","65490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98006665&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37163/1002/ford-everest-active-2-0l-diesel-4wd-7-seater-suv","Meteor Grey","100"
"165755","165755","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Platinum 3.0L V6 Turbo Diesel 7 Seater SUV","2026 Ford Everest Platinum 3.0L V6 Turbo Diesel 7 Seater SUV","93490","88490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=97838719&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47393/1002/ford-everest-platinum-3-0l-v6-turbo-diesel-7-seater-suv","Acacia Green","100"
"165764","165764","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Platinum 3.0 V6 Turbo Diesel 4WD","2026 Ford Ranger Platinum 3.0 V6 Turbo Diesel 4WD","92990","86990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98224519&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47476/1002/ford-ranger-platinum-3-0-v6-turbo-diesel-4wd","Meteor Grey","100"
"165765","165765","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Platinum 3.0 V6 Turbo Diesel 4WD","2026 Ford Ranger Platinum 3.0 V6 Turbo Diesel 4WD","92990","86990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98257789&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/37261/1002/ford-ranger-platinum-3-0-v6-turbo-diesel-4wd","Shadow Black","100"
"165766","165766","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Everest","Sport 3.0L V6 Turbo Diesel 4WD 7 Seater SUV","2026 Ford Everest Sport 3.0L V6 Turbo Diesel 4WD 7 Seater SUV","85990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98257806&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47475/1002/ford-everest-sport-3-0l-v6-turbo-diesel-4wd-7-seater-suv","Aluminium","100"
"165773","165773","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Ranger","Wildtrak 3.0L V6 Diesel 4WD","2026 Ford Ranger Wildtrak 3.0L V6 Diesel 4WD","85990","79490","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=98258058&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47474/1002/ford-ranger-wildtrak-3-0l-v6-diesel-4wd","Shadow Black","0"
"41644","41644","DEMO","Rangiora","RANGIORA","Rangiora Demo","2026","Ford","Escape","Titanium 2.5 L Hybrid","2026 Ford Escape Titanium 2.5 L Hybrid","51990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=94569075&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147608/1077/ford-escape-titanium-2-5-l-hybrid","Bursting Green","1000"
"54173","54173","NEW","Sockburn","SOCKBURN","New Cars","2026","Ford","Tourneo","Transit Courier Active 1.0L Petrol 7 Speed Auto","2026 Ford Tourneo Transit Courier Active 1.0L Petrol 7 Speed Auto","55990","35990","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=90412931&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/47445/1002/ford-tourneo-transit-courier-active-1-0l-petrol-7-speed-auto","Bursting Green","100"
"70459","70459","DEMO","Sockburn","SOCKBURN","Demo Cars","2026","Ford","Escape","St-Line X AWD FHEV","2026 Ford Escape St-Line X AWD FHEV","56990","","NZD","https://dataapi.autoplay.co.nz/image.ashx?id=96877023&w=500&h=375&l=true","https://www.avoncityford.com/vehicles/stock/147398/1002/ford-escape-st-line-x-awd-fhev","Frozen White","6413"
